ID,Bedrijfstak,Bedrijfstak_beschrijving,Periode_code,Periode,Periode_status,Waarde_1,Volume_2,Waarde_3,Volume_4,Waarde_5,Volume_6,Waarde_7,Volume_8,Omzet ongecorrigeerd Waarde,Omzet ongecorrigeerd Volume,Ontwikkeling t.o.v. een jaar eerder Waarde,Ontwikkeling t.o.v. een jaar eerder Volume
1686,474 Winkels in consumentenelektronica,"Winkels in consumentenelektronica 
Deze groep omvat: 
- winkels in computers (hardware en software) en randapparaten; 
- winkels in communicatieapparatuur, zoals mobieltjes en telefoons; 
- winkels in witgoed en in audio- en videoapparatuur of in een algemeen assortiment van wit- en bruingoed.",2015MM06,2015 juni,Definitief,96.3,96.3,-0.7,-1.0,99.1,98.6,-1.4,-1.2,95.8,95.7,1.3,1.1
1988,475 Winkels in overige huishoudwaren,"Winkels in overige huishoudelijke artikelen 
Deze groep omvat de klassen: 
4751 Winkels in kledingstoffen, huishoudtextiel en fournituren 
4752 Winkels in doe-het-zelfartikelen 
4753 Winkels in vloerbedekking en gordijnen 
4754 Winkels in elektrische huishoudelijke apparatuur en onderdelen daarvoor 
4759 Winkels in meubels, verlichting en overige huishoudelijke artikelen (rest)",2015MM06,2015 juni,Definitief,103.3,102.6,8.4,7.7,102.5,102.2,2.3,1.4,103.2,102.5,11.1,10.4
2290,"Winkels in meubels, woninginrichting alg","Winkels in meubels, woninginrichting alg 
Deze categorie is een samentelling van categorieën: 
4759.1 Winkels in meubels 
4759.2 Winkels in verlichtingsartikelen
4759.3 Winkels in artikelen voor woninginrichting algemeen assortiment",2015MM06,2015 juni,Definitief,94.7,94.1,10.2,10.0,99.9,99.8,-0.6,-1.2,94.5,94.0,12.7,12.4
2592,4752 Winkels in doe-het-zelfartikelen,"Winkels in doe-het-zelfartikelen 
Deze klasse omvat: 
- winkels in ijzerwaren en gereedschappen voor doe-het-zelf en klein ambachtelijk gebruik; 
- winkels in tuingereedschappen, grasmaaiers e.d. 
- winkels in hang- en sluitwerk; 
- winkels in verf en verfwaren; 
- winkels in behang; 
- winkels met een assortiment bestaande uit verf en verfwaren, behang, gordijnen en gordijnstoffen, binnenzonweringen en jaloezieën; 
- winkels in houten bouw- en tuinmaterialen: 
 w.o. ramen, deuren, kozijnen, trappen en trapleuningen, plaatmateriaal, palen, balken; 
 w.o. pergola's, tuinhekken, schermen, tuinhuisjes enz.; 
- winkels in wand- en vloertegels; 
- winkels in sierstenen en -tegels, sierbanden, keien e.d. bestratingen voor tuin en terras; 
- winkels in keukens en keukenkasten; 
- winkels in parket-, laminaat- en kurkvloeren; 
- winkels in overige bouwmaterialen: 
 w.o. bouwstenen, dakpannen en andere betonelementen voor de bouw; 
 w.o. sanitaire artikelen en sanitair installatiemateriaal: 
 w.o. badkuipen, toiletten en wastafels; 
 w.o. leidingen, fittingen, kranen enz.; 
 w.o. boilers en geisers; 
 w.o. vlakglas; 
 w.o. open haarden, voorzethaarden e.d. inclusief de rookafvoerkanalen; 
 w.o. sauna's.",2015MM06,2015 juni,Definitief,112.6,111.5,11.0,9.8,105.6,104.9,4.9,3.2,112.7,111.5,13.7,12.3
2894,47528 Bouwmarkten,"Bouwmarkten en andere winkels in bouwmaterialen algemeen assortiment 
Deze klasse omvat: 
- detailhandel in bouwmaterialen algemeen assortiment waarvan de artikelengroepen 47.52.1, 47.52.2, 47.52.3, 47.52.4 en 47.52.7 deel uit maken waarbij het omzetaandeel van genoemde artikelengroepen afzonderlijk 5 of meer, maar minder dan 50 % uitmaakt van de omzet. 
Eventueel in combinatie met: 
- op maat zagen of snijden van hout, glas en tegels; 
- verhuur van bouwmachines en gereedschappen.",2015MM06,2015 juni,Definitief,104.0,102.9,-0.4,-1.5,99.4,98.8,-2.7,-3.9,103.9,102.8,1.4,0.2
3196,4759 Winkels overige huishoudartikelen,"Winkels in meubels, verlichting en overige huishoudelijke artikelen (rest)",2015MM06,2015 juni,Definitief,95.2,94.9,6.2,5.9,100.0,100.1,0.0,-0.3,95.0,94.7,8.8,8.5
3498,476 Winkels in recreatieartikelen,"Winkels in lectuur, sport-, kampeer- en recreatieartikelen",2015MM06,2015 juni,Definitief,111.2,110.4,-3.0,-3.6,99.1,99.1,-1.8,-2.3,110.6,109.7,-2.5,-3.0
3800,4765 Speelgoedwinkels,"Winkels in speelgoed 
Deze klasse omvat: 
- winkels in speelgoed, spellen, puzzels e.d., ook in spelcomputers en modelbouwdozen.",2015MM06,2015 juni,Definitief,79.3,78.7,-12.6,-9.7,95.8,96.2,-4.3,-4.1,79.3,78.7,-12.6,-9.7
4102,4771 Winkels in kleding,Winkels in kleding en modeartikelen; textielsupermarkten,2015MM06,2015 juni,Definitief,107.7,103.6,2.9,4.1,102.4,100.6,6.7,4.1,105.5,101.3,4.0,5.2
4404,4772 Winkels in schoenen en lederwaren,Winkels in schoenen en lederwaren,2015MM06,2015 juni,Definitief,116.4,113.8,0.6,2.3,106.3,104.9,7.0,4.5,113.3,110.7,0.9,2.9
4706,47741 Drogisterijen,"Winkels in drogisterijartikelen 
Deze klasse omvat: 
- winkels met het volgende pakket: zelfzorggeneesmiddelen, gezondheidsproducten en verplegingsartikelen in combinatie met parfums, decoratieve en verzorgende cosmetica, producten voor mond- en haarverzorging waarbij het omzetaandeel parfums en cosmetica minder dan 50% uitmaakt van de omzet; 
- winkels in schoonmaakartikelen en borstelwaren.",2015MM06,2015 juni,Definitief,106.4,106.6,3.5,3.6,100.1,100.7,-0.1,0.2,105.2,105.4,5.3,5.5
5008,"4791 Postorderbedrijven, webwinkels","Detailhandel via internet 
Deze klasse omvat: 
- verkoop aan consumenten via internet: de transactie wordt gesloten via internet; 
- verkoop aan consumenten per postorder. 
De goederen worden naar de koper gezonden, nadat deze zijn keuze heeft gemaakt aan de hand van advertenties, catalogi, showmodellen of een andere vorm van adverteren; 
- verkoop aan consumenten via radio en televisie; 
- verkoop aan consumenten via internetsites, siteshopping; 
- verkoop aan consumenten via de telefoon; 
- telefonische verkoop van abonnementen; 
- verkoop via downloaden van boeken e.d.; 
- internetveilingen. 
Deze klasse omvat niet: 
- verkoop aan consumenten via colportage, huisparty's e.d. (47.99.1); 
- callcenters die voor derden telefonische bestellingen van consumenten opnemen, zoals naar aanleiding van radio- en t.v.reclamespots (82.20).",2015MM06,2015 juni,Definitief,99.2,98.3,17.4,18.4,99.7,99.3,6.0,5.5,99.9,99.0,19.4,20.4
177,Detailhandel geen tankstations en apoth.,"Detailhandel (geen autohandel, tankstations en apotheken) 
Dit betreft de totale detailhandel, exclusief tankstations (4730) en apotheken (4773). 
Onder detailhandel verstaat het CBS het verhandelen van niet in het  eigen bedrijf vervaardigde goederen aan consumenten, voor persoonlijk  of huishoudelijk gebruik. Deze bedrijfstak omvat winkels in food, winkels in non-food, postorderbedrijven, internetverkopers en ambulante handel. De handel in auto's valt hier niet onder.",2015KW02,2015 2e kwartaal,Definitief,102.2,101.0,2.4,2.9,99.9,100.1,0.7,0.2,102.3,101.1,2.3,2.8
479,"4711, 472 Winkels in voedingsmiddelen","Deze categorie is een samentelling van categorieën: 
4711 Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen 
472 Gespecialiseerde winkels in voedings- en genotmiddelen",2015KW02,2015 2e kwartaal,Definitief,101.5,101.5,1.6,1.5,99.8,100.3,0.4,0.3,101.8,101.8,1.6,1.5
781,4711 Supermarkten,"Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen 
Deze klasse omvat: 
- winkels die voldoen aan de volgende eisen: 
 1) minimaal de helft van de omzet komt uit winkelverkoop van voedings- en genotmiddelen; 
 2) geen specialisatie, dus geen enkele (sub)klasse van de groep 472 heeft een omzetaandeel van 50% of meer; 
 3) uit elk van 5 verschillende (sub)klassen uit groep 472 wordt 5% of meer van de omzet gehaald. 
Deze criteria gelden per individuele vestiging. 
Deze klasse omvat niet: 
- winkels in diepvriesartikelen algemeen assortiment (47.29.9).",2015KW02,2015 2e kwartaal,Definitief,101.8,101.9,1.8,1.8,99.9,100.4,0.6,0.5,102.1,102.2,1.8,1.8
1083,"4719, 474-477 Winkels in non-foodart.","Winkels in non-foodartikelen 
Deze categorie is een samentelling van categorieën: 
4719 Warenhuizen en dergelijke winkels met een algemeen assortiment non-food 
474 Winkels in consumenten-elektronica 
475 Winkels in overige huishoudelijke artikelen 
476 Winkels in lectuur, sport-, kampeer- en recreatie-artikelen 
477 Winkels en in overige artikelen""",2015KW02,2015 2e kwartaal,Definitief,103.7,101.4,2.0,2.9,100.4,100.4,0.5,-0.1,103.7,101.4,1.9,2.9
1385,472 Winkels in voedingsmiddelen,"Gespecialiseerde winkels in voedings- en genotmiddelen 
Deze groep omvat de klassen: 
4721 Winkels in aardappelen, groenten en fruit 
4722 Winkels in vlees en vleeswaren, wild en gevogelte 
4723 Winkels in vis en schaal- en weekdieren 
4724 Winkels in brood, banket chocolade en suikerwerk 
4725 Winkels in dranken (geen zuivel) 
4726 Winkels in tabaksproducten en rokersbenodigdheden 
4729 Winkels gespecialiseerd in overige voedings- en genotmiddelen",2015KW02,2015 2e kwartaal,Definitief,99.3,99.0,0.1,-0.6,99.1,99.3,-0.3,-0.8,99.5,99.2,0.1,-0.7
1687,474 Winkels in consumentenelektronica,"Winkels in consumentenelektronica 
Deze groep omvat: 
- winkels in computers (hardware en software) en randapparaten; 
- winkels in communicatieapparatuur, zoals mobieltjes en telefoons; 
- winkels in witgoed en in audio- en videoapparatuur of in een algemeen assortiment van wit- en bruingoed.",2015KW02,2015 2e kwartaal,Definitief,91.1,90.9,-3.6,-3.5,99.9,99.5,-1.9,-3.4,91.0,90.7,-3.6,-3.5
1989,475 Winkels in overige huishoudwaren,"Winkels in overige huishoudelijke artikelen 
Deze groep omvat de klassen: 
4751 Winkels in kledingstoffen, huishoudtextiel en fournituren 
4752 Winkels in doe-het-zelfartikelen 
4753 Winkels in vloerbedekking en gordijnen 
4754 Winkels in elektrische huishoudelijke apparatuur en onderdelen daarvoor 
4759 Winkels in meubels, verlichting en overige huishoudelijke artikelen (rest)",2015KW02,2015 2e kwartaal,Definitief,103.3,103.2,5.0,5.4,100.6,100.9,1.6,1.3,103.3,103.2,5.0,5.3
2291,"Winkels in meubels, woninginrichting alg","Winkels in meubels, woninginrichting alg 
Deze categorie is een samentelling van categorieën: 
4759.1 Winkels in meubels 
4759.2 Winkels in verlichtingsartikelen
4759.3 Winkels in artikelen voor woninginrichting algemeen assortiment",2015KW02,2015 2e kwartaal,Definitief,96.6,96.4,8.6,9.0,99.6,99.9,0.7,0.1,96.6,96.4,8.6,8.9
2593,4752 Winkels in doe-het-zelfartikelen,"Winkels in doe-het-zelfartikelen 
Deze klasse omvat: 
- winkels in ijzerwaren en gereedschappen voor doe-het-zelf en klein ambachtelijk gebruik; 
- winkels in tuingereedschappen, grasmaaiers e.d. 
- winkels in hang- en sluitwerk; 
- winkels in verf en verfwaren; 
- winkels in behang; 
- winkels met een assortiment bestaande uit verf en verfwaren, behang, gordijnen en gordijnstoffen, binnenzonweringen en jaloezieën; 
- winkels in houten bouw- en tuinmaterialen: 
 w.o. ramen, deuren, kozijnen, trappen en trapleuningen, plaatmateriaal, palen, balken; 
 w.o. pergola's, tuinhekken, schermen, tuinhuisjes enz.; 
- winkels in wand- en vloertegels; 
- winkels in sierstenen en -tegels, sierbanden, keien e.d. bestratingen voor tuin en terras; 
- winkels in keukens en keukenkasten; 
- winkels in parket-, laminaat- en kurkvloeren; 
- winkels in overige bouwmaterialen: 
 w.o. bouwstenen, dakpannen en andere betonelementen voor de bouw; 
 w.o. sanitaire artikelen en sanitair installatiemateriaal: 
 w.o. badkuipen, toiletten en wastafels; 
 w.o. leidingen, fittingen, kranen enz.; 
 w.o. boilers en geisers; 
 w.o. vlakglas; 
 w.o. open haarden, voorzethaarden e.d. inclusief de rookafvoerkanalen; 
 w.o. sauna's.",2015KW02,2015 2e kwartaal,Definitief,112.1,112.0,6.4,6.8,101.8,102.0,3.6,3.5,112.1,112.0,6.4,6.8
2895,47528 Bouwmarkten,"Bouwmarkten en andere winkels in bouwmaterialen algemeen assortiment 
Deze klasse omvat: 
- detailhandel in bouwmaterialen algemeen assortiment waarvan de artikelengroepen 47.52.1, 47.52.2, 47.52.3, 47.52.4 en 47.52.7 deel uit maken waarbij het omzetaandeel van genoemde artikelengroepen afzonderlijk 5 of meer, maar minder dan 50 % uitmaakt van de omzet. 
Eventueel in combinatie met: 
- op maat zagen of snijden van hout, glas en tegels; 
- verhuur van bouwmachines en gereedschappen.",2015KW02,2015 2e kwartaal,Definitief,111.8,111.8,0.5,0.9,100.0,100.2,1.5,1.4,111.8,111.8,0.5,0.9
3197,4759 Winkels overige huishoudartikelen,"Winkels in meubels, verlichting en overige huishoudelijke artikelen (rest)",2015KW02,2015 2e kwartaal,Definitief,96.3,96.1,4.3,4.5,99.6,100.1,0.0,-0.4,96.3,96.1,4.3,4.4
3499,476 Winkels in recreatieartikelen,"Winkels in lectuur, sport-, kampeer- en recreatieartikelen",2015KW02,2015 2e kwartaal,Definitief,106.2,105.2,-3.6,-3.7,100.4,100.8,0.3,-0.6,106.2,105.2,-3.6,-3.7
3801,4765 Speelgoedwinkels,"Winkels in speelgoed 
Deze klasse omvat: 
- winkels in speelgoed, spellen, puzzels e.d., ook in spelcomputers en modelbouwdozen.",2015KW02,2015 2e kwartaal,Definitief,76.9,76.5,-9.8,-7.5,99.0,99.3,1.4,0.5,76.9,76.5,-9.8,-7.5
4103,4771 Winkels in kleding,Winkels in kleding en modeartikelen; textielsupermarkten,2015KW02,2015 2e kwartaal,Definitief,106.0,97.8,-0.6,1.8,100.1,99.5,-0.9,-2.0,106.0,97.8,-0.6,1.8
4405,4772 Winkels in schoenen en lederwaren,Winkels in schoenen en lederwaren,2015KW02,2015 2e kwartaal,Definitief,112.2,107.2,-2.4,0.0,102.9,102.8,-0.8,-1.2,112.2,107.1,-2.4,0.0
4707,47741 Drogisterijen,"Winkels in drogisterijartikelen 
Deze klasse omvat: 
- winkels met het volgende pakket: zelfzorggeneesmiddelen, gezondheidsproducten en verplegingsartikelen in combinatie met parfums, decoratieve en verzorgende cosmetica, producten voor mond- en haarverzorging waarbij het omzetaandeel parfums en cosmetica minder dan 50% uitmaakt van de omzet; 
- winkels in schoonmaakartikelen en borstelwaren.",2015KW02,2015 2e kwartaal,Definitief,101.8,101.9,4.2,5.1,100.1,100.4,0.8,1.3,101.8,101.9,4.2,5.1
5009,"4791 Postorderbedrijven, webwinkels","Detailhandel via internet 
Deze klasse omvat: 
- verkoop aan consumenten via internet: de transactie wordt gesloten via internet; 
- verkoop aan consumenten per postorder. 
De goederen worden naar de koper gezonden, nadat deze zijn keuze heeft gemaakt aan de hand van advertenties, catalogi, showmodellen of een andere vorm van adverteren; 
- verkoop aan consumenten via radio en televisie; 
- verkoop aan consumenten via internetsites, siteshopping; 
- verkoop aan consumenten via de telefoon; 
- telefonische verkoop van abonnementen; 
- verkoop via downloaden van boeken e.d.; 
- internetveilingen. 
Deze klasse omvat niet: 
- verkoop aan consumenten via colportage, huisparty's e.d. (47.99.1); 
- callcenters die voor derden telefonische bestellingen van consumenten opnemen, zoals naar aanleiding van radio- en t.v.reclamespots (82.20).",2015KW02,2015 2e kwartaal,Definitief,95.3,94.1,13.1,14.7,97.0,97.1,4.0,3.1,95.2,94.0,13.1,14.8
178,Detailhandel geen tankstations en apoth.,"Detailhandel (geen autohandel, tankstations en apotheken) 
Dit betreft de totale detailhandel, exclusief tankstations (4730) en apotheken (4773). 
Onder detailhandel verstaat het CBS het verhandelen van niet in het  eigen bedrijf vervaardigde goederen aan consumenten, voor persoonlijk  of huishoudelijk gebruik. Deze bedrijfstak omvat winkels in food, winkels in non-food, postorderbedrijven, internetverkopers en ambulante handel. De handel in auto's valt hier niet onder.",2015MM07,2015 juli,Definitief,100.9,101.9,2.9,2.6,100.1,99.8,-0.9,-1.2,102.3,103.5,4.0,3.8
480,"4711, 472 Winkels in voedingsmiddelen","Deze categorie is een samentelling van categorieën: 
4711 Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen 
472 Gespecialiseerde winkels in voedings- en genotmiddelen",2015MM07,2015 juli,Definitief,99.5,98.9,0.2,-0.4,99.8,99.6,-0.5,-1.5,101.4,101.0,2.1,1.9
782,4711 Supermarkten,"Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen 
Deze klasse omvat: 
- winkels die voldoen aan de volgende eisen: 
 1) minimaal de helft van de omzet komt uit winkelverkoop van voedings- en genotmiddelen; 
 2) geen specialisatie, dus geen enkele (sub)klasse van de groep 472 heeft een omzetaandeel van 50% of meer; 
 3) uit elk van 5 verschillende (sub)klassen uit groep 472 wordt 5% of meer van de omzet gehaald. 
Deze criteria gelden per individuele vestiging. 
Deze klasse omvat niet: 
- winkels in diepvriesartikelen algemeen assortiment (47.29.9).",2015MM07,2015 juli,Definitief,99.9,99.2,0.2,-0.2,100.1,99.8,-0.4,-1.5,101.9,101.5,2.2,2.2
1084,"4719, 474-477 Winkels in non-foodart.","Winkels in non-foodartikelen 
Deze categorie is een samentelling van categorieën: 
4719 Warenhuizen en dergelijke winkels met een algemeen assortiment non-food 
474 Winkels in consumenten-elektronica 
475 Winkels in overige huishoudelijke artikelen 
476 Winkels in lectuur, sport-, kampeer- en recreatie-artikelen 
477 Winkels en in overige artikelen""",2015MM07,2015 juli,Definitief,102.2,104.7,3.6,3.3,100.1,99.8,-1.7,-1.5,103.4,105.9,4.2,3.9
1386,472 Winkels in voedingsmiddelen,"Gespecialiseerde winkels in voedings- en genotmiddelen 
Deze groep omvat de klassen: 
4721 Winkels in aardappelen, groenten en fruit 
4722 Winkels in vlees en vleeswaren, wild en gevogelte 
4723 Winkels in vis en schaal- en weekdieren 
4724 Winkels in brood, banket chocolade en suikerwerk 
4725 Winkels in dranken (geen zuivel) 
4726 Winkels in tabaksproducten en rokersbenodigdheden 
4729 Winkels gespecialiseerd in overige voedings- en genotmiddelen",2015MM07,2015 juli,Definitief,96.9,96.6,-0.3,-1.3,98.5,98.5,-1.0,-1.4,98.4,98.2,1.4,0.4
1688,474 Winkels in consumentenelektronica,"Winkels in consumentenelektronica 
Deze groep omvat: 
- winkels in computers (hardware en software) en randapparaten; 
- winkels in communicatieapparatuur, zoals mobieltjes en telefoons; 
- winkels in witgoed en in audio- en videoapparatuur of in een algemeen assortiment van wit- en bruingoed.",2015MM07,2015 juli,Definitief,99.7,99.5,3.8,3.5,101.4,101.4,2.4,2.7,100.6,100.3,4.6,4.3
1990,475 Winkels in overige huishoudwaren,"Winkels in overige huishoudelijke artikelen 
Deze groep omvat de klassen: 
4751 Winkels in kledingstoffen, huishoudtextiel en fournituren 
4752 Winkels in doe-het-zelfartikelen 
4753 Winkels in vloerbedekking en gordijnen 
4754 Winkels in elektrische huishoudelijke apparatuur en onderdelen daarvoor 
4759 Winkels in meubels, verlichting en overige huishoudelijke artikelen (rest)",2015MM07,2015 juli,Definitief,101.9,101.7,5.6,5.2,99.5,99.5,-3.0,-2.7,103.4,103.2,6.1,5.7
2292,"Winkels in meubels, woninginrichting alg","Winkels in meubels, woninginrichting alg 
Deze categorie is een samentelling van categorieën: 
4759.1 Winkels in meubels 
4759.2 Winkels in verlichtingsartikelen
4759.3 Winkels in artikelen voor woninginrichting algemeen assortiment",2015MM07,2015 juli,Definitief,100.5,100.5,11.7,11.1,99.9,100.4,0.0,0.6,101.9,101.9,12.0,11.4
2594,4752 Winkels in doe-het-zelfartikelen,"Winkels in doe-het-zelfartikelen 
Deze klasse omvat: 
- winkels in ijzerwaren en gereedschappen voor doe-het-zelf en klein ambachtelijk gebruik; 
- winkels in tuingereedschappen, grasmaaiers e.d. 
- winkels in hang- en sluitwerk; 
- winkels in verf en verfwaren; 
- winkels in behang; 
- winkels met een assortiment bestaande uit verf en verfwaren, behang, gordijnen en gordijnstoffen, binnenzonweringen en jaloezieën; 
- winkels in houten bouw- en tuinmaterialen: 
 w.o. ramen, deuren, kozijnen, trappen en trapleuningen, plaatmateriaal, palen, balken; 
 w.o. pergola's, tuinhekken, schermen, tuinhuisjes enz.; 
- winkels in wand- en vloertegels; 
- winkels in sierstenen en -tegels, sierbanden, keien e.d. bestratingen voor tuin en terras; 
- winkels in keukens en keukenkasten; 
- winkels in parket-, laminaat- en kurkvloeren; 
- winkels in overige bouwmaterialen: 
 w.o. bouwstenen, dakpannen en andere betonelementen voor de bouw; 
 w.o. sanitaire artikelen en sanitair installatiemateriaal: 
 w.o. badkuipen, toiletten en wastafels; 
 w.o. leidingen, fittingen, kranen enz.; 
 w.o. boilers en geisers; 
 w.o. vlakglas; 
 w.o. open haarden, voorzethaarden e.d. inclusief de rookafvoerkanalen; 
 w.o. sauna's.",2015MM07,2015 juli,Definitief,104.3,103.8,3.3,3.0,98.5,97.9,-6.8,-6.7,106.0,105.6,4.1,3.6
